X,name,year,month,province,meantemp,rain,humi,number,seq,SO2,NO2,PM10,CO,O3_8h,PM2.5,beta,sunlight,population
235,廣西,2016,7,Guangxi,28.82,144.27,79.25,34,43,13,14,38,0.8,71,21,20.74795554,183.79,48380000
236,廣西,2016,8,Guangxi,28.1,246.12,80.92,19,44,13,15,43,0.8,87,26,22.65514223,161.99,48380000
237,廣西,2016,9,Guangxi,26.83,144.02,76.29,25,45,15,18,58,0.8,102,39,24.915826,140.31,48380000
238,廣西,2016,10,Guangxi,24.72,3.46,73.66,42,46,15,18,55,0.8,90,36,27.10982464,153.1,48380000
239,廣西,2016,11,Guangxi,18.56,93.98,80.29,60,47,15,22,55,0.9,65,34,27.02469562,95.99,48380000
240,廣西,2016,12,Guangxi,15.94,23.64,71.79,120,48,19,33,90,1.1,87,61,24.34525489,130.37,48380000
241,廣西,2017,1,Guangxi,14.51,71.63,79.2,85,49,16,27,90,1.2,76,68,22.71185348,70.13,48850000
242,廣西,2017,2,Guangxi,14.71,24.81,71.46,44,50,15,24,75,1,82,55,22.6771318,64.78,48850000
243,廣西,2017,3,Guangxi,16.53,143.99,83.56,87,51,14,24,58,1,58,38,23.80120801,38.18,48850000
244,廣西,2017,4,Guangxi,21.87,83.57,76.65,62,52,14,22,60,0.9,87,37,24.96492253,102.59,48850000
245,廣西,2017,5,Guangxi,24.84,204.13,77.45,92,53,14,22,53,0.9,100,32,22.62584895,157.4,48850000
246,廣西,2017,6,Guangxi,26.91,375.2,84.84,65,54,12,18,38,0.8,71,20,21.52317073,103.17,48850000
247,廣西,2017,7,Guangxi,27.46,321.85,83.64,35,55,11,17,41,0.8,74,23,19.1289631,155.42,48850000
248,廣西,2017,8,Guangxi,27.72,331.29,83.36,15,56,11,17,39,0.8,74,20,21.06938152,162.71,48850000
249,廣西,2017,9,Guangxi,27.61,133.6,81.53,14,57,14,20,50,0.9,92,28,24.53164765,182.58,48850000
250,廣西,2017,10,Guangxi,22.78,98.14,75.92,26,58,14,21,58,1,102,36,28.19597953,161.79,48850000
251,廣西,2017,11,Guangxi,17.76,68.38,79.48,52,59,15,27,70,1,77,47,29.39541037,73.94,48850000
252,廣西,2017,12,Guangxi,13.28,31.69,69.35,122,60,18,34,89,1.1,84,62,25.77387795,102.97,48850000
253,廣西,2018,1,Guangxi,12.02,66.54,78.43,109,61,16,32,84,1.2,69,58,21.85076392,41.41,49260000
254,廣西,2018,2,Guangxi,13.4,11.16,68.68,28,62,14,24,86,1,82,61,22.9184676,60.8,49260000
255,廣西,2018,3,Guangxi,19.16,93.55,78.22,66,63,15,26,69,1,90,44,25.07150462,117.72,49260000
256,廣西,2018,4,Guangxi,21.81,NA,77.27,99,64,15,23,74,0.9,90,39,26.3845621,95.79,49260000
257,廣西,2018,5,Guangxi,26.72,176.77,79.41,86,65,12,17,43,0.8,86,23,23.15221397,172.27,49260000
258,廣西,2018,6,Guangxi,26.93,270.37,81.58,64,66,10,16,40,0.9,88,22,22.86836893,136.88,49260000
259,廣西,2018,7,Guangxi,27.94,248.07,82.13,69,67,11,16,38,0.8,77,20,22.73179902,176.51,49260000
260,廣西,2018,8,Guangxi,27.53,248.69,83.42,49,68,12,17,44,0.9,89,25,22.36869094,163.61,49260000
261,廣西,2018,9,Guangxi,26.1,179.99,80.07,40,69,12,18,49,0.8,92,28,23.19251477,163.74,49260000
262,廣西,2018,10,Guangxi,21.08,92.56,78.66,32,70,14,24,61,1,100,35,26.24630475,122.67,49260000
263,廣西,2018,11,Guangxi,18.16,41.62,80.35,96,71,15,29,66,1,79,40,26.08574084,125.99,49260000
264,廣西,2018,12,Guangxi,13,52.05,83.99,82,72,12,25,51,1.1,46,34,23.92381354,51.45,49260000
265,廣西,2019,1,Guangxi,12.4,40.3,84, ,73,9,36,56,1.19,39,37,20.92566673,29.8,49600000
266,廣西,2019,2,Guangxi,14.1,57.9,88,26,74,8,23,45,1.08,36,31,23.72936658,50,49600000
267,廣西,2019,3,Guangxi,17.9,112.1,87,52,75,8,34,52,0.92,45,31,25.0154846,56,49600000
268,廣西,2019,4,Guangxi,23.8,95.9,86,57,76,7,24,47,0.78,65,25,26.52608425,105.7,49600000
269,廣西,2019,5,Guangxi,24.8,126.7,83,64,77,8,25,48,0.75,71,25,24.50331046,119.9,49600000
270,廣西,2019,6,Guangxi,27.9,289,85,81,78,6,20,34,0.68,77,16,22.85848534,145.1,49600000
271,廣西,2019,7,Guangxi,28.1,235.2,86,40,79,6,20,34,0.72,75,17,21.43901077,156.7,49600000
272,廣西,2019,8,Guangxi,28.6,210.6,82,25,80,8,24,43,0.7,98,23,23.05731854,194.3,49600000
273,廣西,2019,9,Guangxi,27.5,12.9,69,29,81,11,32,64,0.78,126,36,27.24181693,243.9,49600000
274,廣西,2019,10,Guangxi,23.8,31.4,75,78,82,10,29,56,0.83,89,31,29.39668855,155.3,49600000
275,廣西,2019,11,Guangxi,20,7,67,128,83,13,41,81,0.88,95,47,29.31709077,155.9,49600000
276,廣西,2019,12,Guangxi,15.8,3.6,64,263,84,14,43,75,0.95,65,44,23.77335161,150.7,49600000
277,廣西,2020,1,Guangxi,15.4,40.8,78,138,85,9,24,48,0.84,62,32,18.11342577,71.5,50190000
278,廣西,2020,2,Guangxi,16.5,58.5,79,14,86,7,17,46,0.76,68,35,17.7653502,62.6,50190000
279,廣西,2020,3,Guangxi,19,182.2,86,11,87,7,24,41,0.79,50,26,22.32091968,41.5,50190000
280,廣西,2020,4,Guangxi,19.7,104.9,79,20,88,10,31,52,0.8,76,29,26.52452826,87.9,50190000
281,廣西,2020,5,Guangxi,27.4,155.3,79,23,89,7,22,45,0.75,106,24,25.60679556,201.4,50190000
282,廣西,2020,6,Guangxi,28.5,119.8,83,21,90,5,17,31,0.61,75,14,24.16696754,168.5,50190000
283,廣西,2020,7,Guangxi,29.2,39.4,80,23,91,6,17,33,0.6,82,16,23.89639181,218.5,50190000
284,廣西,2020,8,Guangxi,27.6,177.3,84,17,92,7,21,32,0.55,77,16,24.43331628,169.8,50190000
285,廣西,2020,9,Guangxi,26.6,103.4,84,22,93,8,21,36,0.68,80,20,24.45456136,123.1,50190000
286,廣西,2020,10,Guangxi,22.1,88.8,75,20,94,10,25,46,0.67,79,24,26.03715561,106.6,50190000
287,廣西,2020,11,Guangxi,20.2,1,71,27,95,12,35,69,0.83,82,37,26.59747776,123.6,50190000
288,廣西,2020,12,Guangxi,13.4,1.6,67,44,96,10,35,73,0.96,71,44,27.89755499,117.6,50190000
289,雲南,2013,1,Yunnan,10.01,7.95,64.81,80,1,38,63,130,2,35,67,13.76699523,213.99,46870000
290,雲南,2013,2,Yunnan,14.69,9.55,55.03,47,2,37,31,60,1.5,88,36,19.69305113,232.06,46870000
291,雲南,2013,3,Yunnan,16.61,22.63,54.84,96,3,34,39,99,1.7,110,55,27.74009963,241.54,46870000
292,雲南,2013,4,Yunnan,18.75,40.47,57.56,222,4,29,44,100,1.7,115,53,27.68939616,220.31,46870000
293,雲南,2013,5,Yunnan,20.65,118.22,69.06,224,5,20,34,60,1,99,27,24.78080366,194.29,46870000
294,雲南,2013,6,Yunnan,22.64,120.84,69.66,193,6,21,33,54,0.9,96,27,21.59530634,189.88,46870000
295,雲南,2013,7,Yunnan,22.12,142.06,79.69,118,7,15,27,42,0.8,52,20,20.71117409,115.27,46870000
296,雲南,2013,8,Yunnan,21.48,190.8,79.44,49,8,22,33,54,0.8,67,30,22.45472416,157.83,46870000
297,雲南,2013,9,Yunnan,20.08,115.98,79.03,72,9,24,38,72,0.9,80,40,24.38785132,135.81,46870000
298,雲南,2013,10,Yunnan,16.65,104.86,78,82,10,24,43,76,1.2,70,41,25.93759592,137.94,46870000
299,雲南,2013,11,Yunnan,13.94,5.6,71.66,91,11,27,44,94,1.2,51,41,24.53990763,211.04,46870000
300,雲南,2013,12,Yunnan,8.97,43.72,72.66,91,12,27,43,97,1.7,32,58,23.15203928,180.21,46870000
301,雲南,2014,1,Yunnan,9.9,5.99,65.34,66,13,31,30,82,1.9,77,46,22.86733531,231.76,47140000
302,雲南,2014,2,Yunnan,12.33,20.1,59.31,40,14,23,27,56,1.2,82,31,25.11930242,216.33,47140000
303,雲南,2014,3,Yunnan,15.99,27.09,56.56,95,15,30,33,85,1.6,96,45,26.93642121,244.41,47140000
304,雲南,2014,4,Yunnan,19.68,25.21,54.97,112,16,29,32,94,1.9,122,52,27.7421732,248.26,47140000
305,雲南,2014,5,Yunnan,21.87,61.71,61.78,179,17,18,22,55,1.4,107,29,24.46165247,234.5,47140000
306,雲南,2014,6,Yunnan,22.7,164.18,74.34,124,18,14,19,38,1.3,81,22,23.2070847,144.78,47140000
307,雲南,2014,7,Yunnan,22.12,215.41,81.22,83,19,19,21,43,1.1,69,23,21.83531914,135.94,47140000
308,雲南,2014,8,Yunnan,21.46,180.05,81.53,63,20,22,21,41,0.9,67,23,23.54608606,115.16,47140000
309,雲南,2014,9,Yunnan,21.13,122.65,79.19,57,21,21,21,42,0.9,64,23,25.60318413,173.44,47140000
310,雲南,2014,10,Yunnan,17.65,47.84,75.75,97,22,22,23,62,1.1,68,36,26.17906492,188.18,47140000
311,雲南,2014,11,Yunnan,14.16,30.32,73.81,103,23,23,26,56,1.1,53,26,26.14694341,194.46,47140000
312,雲南,2014,12,Yunnan,10.31,7.37,71.22,107,24,25,31,71,1.4,57,40,23.84643935,188.25,47140000
313,雲南,2015,1,Yunnan,10.07,88.95,72.19,102,25,20,21,63,1.1,69,37,23.63672614,185.16,47420000
314,雲南,2015,2,Yunnan,12.21,8.6,62.25,50,26,16,17,59,1,86,37,26.43206572,218.51,47420000
315,雲南,2015,3,Yunnan,17.04,27.52,55.09,161,27,16,21,70,0.9,105,44,28.08931598,256.5,47420000
316,雲南,2015,4,Yunnan,18.03,62.42,64.97,219,28,15,16,53,0.7,96,30,29.28575215,194.59,47420000
317,雲南,2015,5,Yunnan,22.11,57.48,61.5,334,29,16,15,54,0.7,105,29,25.5199777,244.46,47420000
318,雲南,2015,6,Yunnan,23.29,103.1,70.44,285,30,11,11,32,0.6,73,17,23.77032756,174.43,47420000
319,雲南,2015,7,Yunnan,21.48,167.08,77.31,201,31,15,15,37,0.6,79,21,21.19197839,120.88,47420000
320,雲南,2015,8,Yunnan,21.14,202.18,83.03,91,32,15,14,32,0.7,60,18,21.8333636,94.18,47420000
321,雲南,2015,9,Yunnan,21.1,127,81.41,68,33,13,13,32,0.7,55,18,23.97292996,119.64,47420000
322,雲南,2015,10,Yunnan,17.37,114.88,77.69,90,34,16,16,42,0.8,68,24,26.17449084,174,47420000
323,雲南,2015,11,Yunnan,14.41,36.36,74.09,110,35,16,17,44,0.9,61,23,26.63259637,199.43,47420000
324,雲南,2015,12,Yunnan,10.49,33.48,75.88,123,36,15,19,50,0.9,61,29,24.52151822,151.91,47420000
325,雲南,2016,1,Yunnan,9.09,24.43,69.34,110,37,16,20,51,0.9,71,30,23.42358268,NA,47710000
326,雲南,2016,2,Yunnan,10.92,31.4,68.81,49,38,13,15,54,0.9,82,37,26.08458062,134.59,47710000
327,雲南,2016,3,Yunnan,15.71,21.31,60.59,133,39,14,19,64,0.9,104,37,27.60747209,199.15,47710000
328,雲南,2016,4,Yunnan,18.66,75.08,64.66,187,40,13,18,61,0.8,105,32,28.9678375,158.46,47710000
329,雲南,2016,5,Yunnan,20.59,114.46,69.31,209,41,12,14,45,0.7,94,24,26.01921896,168.01,47710000
330,雲南,2016,6,Yunnan,22.02,168.58,78.16,258,42,11,11,29,0.6,65,16,23.79309205,113.2,47710000
331,雲南,2016,7,Yunnan,21.87,206.79,81.62,144,43,11,11,27,0.6,50,14,22.44064096,97.12,47710000
332,雲南,2016,8,Yunnan,22.18,176.29,80.59,69,44,15,14,34,0.7,76,19,23.88876839,NA,47710000
333,雲南,2016,9,Yunnan,20.5,137.76,81.62,114,45,14,15,38,0.7,67,22,25.75789772,96.42,47710000
334,雲南,2016,10,Yunnan,18.92,2.77,79.19,121,46,14,16,38,0.9,66,21,27.18695101,143.29,47710000
335,雲南,2016,11,Yunnan,14.37,64.83,76.62,128,47,14,19,41,0.9,65,21,26.2896027,166.72,47710000
336,雲南,2016,12,Yunnan,11.54,5.05,74.47,179,48,15,23,54,1,67,29,24.63559241,NA,47710000
337,雲南,2017,1,Yunnan,10.7,26.1,68.14,119,49,14,19,46,0.9,74,27,23.07830935,194.04,48010000
338,雲南,2017,2,Yunnan,11.74,23.05,65.06,52,50,13,20,54,0.9,95,34,24.96456211,172.06,48010000
339,雲南,2017,3,Yunnan,14.19,57.67,65.22,103,51,13,22,61,0.9,110,36,28.19974261,162.18,48010000
340,雲南,2017,4,Yunnan,17.04,94.55,69.45,179,52,12,19,56,0.8,109,33,30.0853098,161.72,48010000
341,雲南,2017,5,Yunnan,19.64,74.71,68.18,284,53,13,18,50,0.8,110,27,27.44772595,196.45,48010000
342,雲南,2017,6,Yunnan,21.84,140.39,74.8,280,54,11,15,33,0.7,79,15,24.61599054,140.57,48010000
343,雲南,2017,7,Yunnan,21,276.94,82.99,201,55,12,16,36,0.7,66,17,22.12777065,103.4,48010000
344,雲南,2017,8,Yunnan,21.52,233.37,82.66,82,56,13,16,33,0.8,64,15,23.37765497,121.16,48010000
345,雲南,2017,9,Yunnan,21.07,127.34,81.47,96,57,12,15,34,0.8,60,15,25.6172544,132.57,48010000
346,雲南,2017,10,Yunnan,17.87,101.06,82,124,58,11,18,36,0.8,62,18,28.18869214,137.19,48010000
347,雲南,2017,11,Yunnan,13.44,31.41,75.09,171,59,14,24,50,0.9,71,25,27.57954431,184.83,48010000
348,雲南,2017,12,Yunnan,10.39,8.51,72.31,213,60,15,26,60,0.9,70,31,24.99181618,188.98,48010000
349,雲南,2018,1,Yunnan,9.6,27,68.48,149,61,12,22,52,0.9,73,27,23.14350887,192.41,48300000
350,雲南,2018,2,Yunnan,11.27,9.2,62.53,58,62,12,18,60,0.9,97,35,26.04404922,189.1,48300000
351,雲南,2018,3,Yunnan,14.83,44.29,62.29,159,63,12,22,70,0.9,120,40,28.88191696,223.15,48300000
352,雲南,2018,4,Yunnan,17.75,NA,63.2,254,64,11,19,68,0.8,122,35,30.74226774,200.69,48300000
353,雲南,2018,5,Yunnan,20.21,109.1,69.77,377,65,10,16,48,0.6,101,22,27.25573183,181.19,48300000
354,雲南,2018,6,Yunnan,21.08,211.62,81.33,377,66,9,14,33,0.6,72,14,24.83339725,98.53,48300000
355,雲南,2018,7,Yunnan,21.91,220.06,81.72,257,67,10,14,29,0.7,68,13,22.2337228,114,48300000
356,雲南,2018,8,Yunnan,21.26,249,83.18,109,68,12,16,37,0.8,80,19,23.30853942,115.13,48300000
357,雲南,2018,9,Yunnan,20.24,99.67,83.01,107,69,10,14,34,0.8,65,18,25.77260338,111.92,48300000
358,雲南,2018,10,Yunnan,16.14,94.53,80.29,157,70,10,16,39,0.7,68,21,27.86721761,129.41,48300000
359,雲南,2018,11,Yunnan,12.88,6.34,71.34,179,71,13,21,54,0.8,79,27,27.30490042,223.36,48300000
360,雲南,2018,12,Yunnan,10.9,44.33,71.84,202,72,11,21,50,0.9,67,25,24.34330068,181.58,48300000
361,雲南,2019,1,Yunnan,9.9,31.7,70,131,73,13,35,43,1,68,23,22.99096593,235.1,48580000
362,雲南,2019,2,Yunnan,12.9,5.7,52,49,74,14,25,42,0.73,86,26,26.20088988,256.9,48580000
363,雲南,2019,3,Yunnan,14.6,4.5,53,134,75,14,34,61,0.74,105,36,29.10363823,269.4,48580000
364,雲南,2019,4,Yunnan,19,7.1,50,220,76,14,35,65,0.72,130,40,30.77317005,265,48580000
365,雲南,2019,5,Yunnan,22.3,20.1,51,282,77,11,26,56,0.62,132,31,27.39353061,257.6,48580000
366,雲南,2019,6,Yunnan,22.2,94.1,69,298,78,9,24,28,0.57,88,15,25.01022976,160,48580000
367,雲南,2019,7,Yunnan,20.8,279.5,83,210,79,8,24,26,0.56,69,14,23.09398507,78.2,48580000
368,雲南,2019,8,Yunnan,21.3,120.7,76,91,80,11,30,38,0.58,111,22,24.55238723,183.2,48580000
369,雲南,2019,9,Yunnan,18.4,186.1,75,128,81,9,30,35,0.59,83,22,26.6267709,128,48580000
370,雲南,2019,10,Yunnan,17,74.2,76,160,82,10,31,36,0.68,74,20,28.41703573,155.8,48580000
371,雲南,2019,11,Yunnan,14,7.5,73,188,83,12,35,51,0.78,64,28,26.73661658,173.9,48580000
372,雲南,2019,12,Yunnan,7.9,9,69,187,84,12,40,65,0.93,62,36,24.27496617,230.2,48580000
373,雲南,2020,1,Yunnan,9.9,61.5,63,110,85,10,26,36,0.7,72,23,21.95107104,241,47220000
374,雲南,2020,2,Yunnan,11,24.2,64,40,86,8,14,40,0.65,97,33,22.2150592,252,47220000
375,雲南,2020,3,Yunnan,16,5.3,49,37,87,9,30,60,0.7,115,38,24.21147553,324.4,47220000
376,雲南,2020,4,Yunnan,16.1,45.3,58,30,88,9,30,58,0.73,113,36,27.27842896,290.4,47220000
377,雲南,2020,5,Yunnan,20.6,22.9,56,45,89,10,26,45,0.64,114,23,28.04792316,333,47220000
378,雲南,2020,6,Yunnan,22.5,122.8,66,53,90,9,19,30,0.64,79,14,28.64919834,313.7,47220000
379,雲南,2020,7,Yunnan,20.6,379.8,81,76,91,8,21,27,0.52,60,12,27.36322427,276.1,47220000
380,雲南,2020,8,Yunnan,20.8,258,83,63,92,7,21,29,0.5,67,13,27.63848754,284.3,47220000
381,雲南,2020,9,Yunnan,19.4,95.4,86,88,93,8,23,31,0.64,60,15,27.29435398,246.3,47220000
382,雲南,2020,10,Yunnan,16.5,26.9,78,92,94,8,26,38,0.67,61,19,28.43831772,245,47220000
383,雲南,2020,11,Yunnan,13.5,6.6,70,118,95,12,35,58,0.81,73,30,27.9457781,245.3,47220000
384,雲南,2020,12,Yunnan,10.7,8.7,69,152,96,10,33,52,0.84,56,29,28.49477141,229.8,47220000
385,福建,2013,1,Fujian,9.72,13.47,76.5,19,1,15,50,72,1,43,48,16.66907673,112.82,37740000
386,福建,2013,2,Fujian,12.96,68.96,82.79,8,2,10,39,59,0.9,64,39,23.55445206,56.21,37740000
387,福建,2013,3,Fujian,15.66,115.83,76,23,3,16,48,77,0.9,72,44,31.58290301,140.51,37740000
388,福建,2013,4,Fujian,17.66,162.63,78,29,4,17,49,87,1,76,48,31.20151872,90.42,37740000
389,福建,2013,5,Fujian,22.92,249.27,82.36,26,5,13,42,57,0.7,70,30,27.61911762,99.46,37740000
390,福建,2013,6,Fujian,25.82,204.35,82.32,24,6,13,41,51,0.7,83,26,26.65297774,128.34,37740000
391,福建,2013,7,Fujian,27.68,126.7,74.75,15,7,14,37,48,0.6,76,20,27.61446369,247.35,37740000
392,福建,2013,8,Fujian,27.83,179.51,76.18,16,8,14,37,50,0.8,77,22,26.95498753,211.06,37740000
393,福建,2013,9,Fujian,25.59,70.61,73.07,16,9,11,31,47,0.6,81,23,27.27799557,178.41,37740000
394,福建,2013,10,Fujian,20.85,26.73,66.54,7,10,13,35,64,0.6,99,33,30.30572464,215.35,37740000
395,福建,2013,11,Fujian,15.94,79.26,74.68,22,11,16,46,72,0.8,78,36,32.88154716,139.47,37740000
396,福建,2013,12,Fujian,9.5,105.31,69.71,35,12,21,49,82,0.8,66,55,33.24007502,153.31,37740000
397,福建,2014,1,Fujian,9.74,7.02,69.04,50,13,19,48,93,0.9,73,58,27.93299447,181.17,38060000
398,福建,2014,2,Fujian,10.43,98.35,79.39,21,14,10,34,47,0.8,63,29,28.78716256,84.53,38060000
399,福建,2014,3,Fujian,13.96,138.52,80.39,39,15,15,46,83,0.9,79,42,29.00940556,90.86,38060000
400,福建,2014,4,Fujian,19.39,139,78.71,40,16,13,37,74,0.9,91,37,30.6272934,113.09,38060000
401,福建,2014,5,Fujian,22.02,263.6,84.64,43,17,9,34,70,1,86,38,27.95887502,62.84,38060000
402,福建,2014,6,Fujian,25.84,232.67,82.07,35,18,8,22,56,0.7,77,27,26.20556374,122.65,38060000
403,福建,2014,7,Fujian,28.37,182.47,77.54,24,19,10,20,52,0.7,73,24,24.62519931,240.84,38060000
404,福建,2014,8,Fujian,27.32,180.66,81.54,9,20,11,28,62,0.7,91,30,26.96755825,190.66,38060000
405,福建,2014,9,Fujian,26.69,80.08,78.89,16,21,8,21,54,0.6,88,26,28.85546685,182.52,38060000
406,福建,2014,10,Fujian,21.46,8.41,70.07,15,22,10,23,65,0.6,103,34,32.21983997,222.44,38060000
407,福建,2014,11,Fujian,17.49,41.55,78.71,24,23,10,32,61,0.7,77,34,33.26604041,102.4,38060000
408,福建,2014,12,Fujian,9.99,33.22,67.29,46,24,12,37,67,0.7,69,39,34.36035047,138.77,38060000
409,福建,2015,1,Fujian,10.14,50.66,72.79,108,25,20,36,76,1.1,70,50,30.35580465,136.09,38390000
410,福建,2015,2,Fujian,11.96,43.56,76.86,53,26,12,25,62,1,72,42,28.63866303,90.49,38390000
411,福建,2015,3,Fujian,14.52,122.45,81.71,50,27,11,26,52,0.9,72,31,29.32657979,81.61,38390000
412,福建,2015,4,Fujian,19.1,103.35,74.86,90,28,13,28,61,0.9,89,34,31.14774283,136.68,38390000
413,福建,2015,5,Fujian,22.59,203.34,85.75,101,29,9,26,52,0.9,79,28,28.69194453,72.84,38390000
414,福建,2015,6,Fujian,26.71,166.42,83.18,65,30,8,20,45,0.7,73,21,25.46702432,149.55,38390000
415,福建,2015,7,Fujian,26.66,193.55,81.86,38,31,9,19,40,0.7,69,20,24.5937302,149.76,38390000
416,福建,2015,8,Fujian,26.43,229.31,82.32,22,32,9,20,39,0.7,72,20,26.72506084,159.59,38390000
417,福建,2015,9,Fujian,24.36,209.91,82.75,21,33,9,20,44,0.8,85,24,29.07180451,122.95,38390000
418,福建,2015,10,Fujian,21.58,72.81,78.39,31,34,11,23,50,0.8,83,28,30.41881375,145.45,38390000
419,福建,2015,11,Fujian,18.41,98.28,83.46,29,35,11,27,45,0.8,60,25,32.30985556,92.28,38390000
420,福建,2015,12,Fujian,12.59,180.65,82.43,50,36,11,30,48,0.9,48,27,30.93061946,56.31,38390000
421,福建,2016,1,Fujian,10.03,203.68,83.25,79,37,11,32,51,1,47,33,29.57955331,NA,38740000
422,福建,2016,2,Fujian,9.93,69.19,75.82,31,38,9,20,55,0.8,70,34,30.22306494,99.71,38740000
423,福建,2016,3,Fujian,13.06,191.42,79.89,85,39,10,34,61,1,78,39,29.96831537,90.59,38740000
424,福建,2016,4,Fujian,19.88,237.57,87.04,82,40,10,31,54,1,79,31,30.5875812,50.94,38740000
425,福建,2016,5,Fujian,23.4,183.11,83.32,64,41,9,22,49,0.8,83,26,26.55026923,111.88,38740000
426,福建,2016,6,Fujian,26.52,257.4,84.11,47,42,8,20,39,0.8,72,19,27.22773135,134.18,38740000
427,福建,2016,7,Fujian,27.9,165.29,79.25,39,43,10,19,43,0.7,82,21,26.9294917,212.19,38740000
428,福建,2016,8,Fujian,27.44,191.88,80.18,34,44,10,20,42,0.7,84,21,27.07028037,174.3,38740000
429,福建,2016,9,Fujian,25.23,260.6,80.75,20,45,9,19,40,0.7,86,22,28.86295998,111.94,38740000
430,福建,2016,10,Fujian,23.26,4.23,84.21,31,46,8,22,38,0.7,65,19,30.54589003,69.59,38740000
431,福建,2016,11,Fujian,17.04,154.11,83.54,38,47,11,30,50,0.8,63,27,32.75495297,73.88,38740000
432,福建,2016,12,Fujian,13.34,25.36,76.5,59,48,13,35,63,0.9,66,35,31.36125211,123.65,38740000
433,福建,2017,1,Fujian,12.31,40.4,79.72,74,49,12,30,56,0.9,67,37,31.01426633,96.48,39110000
434,福建,2017,2,Fujian,11.55,50.48,72.76,69,50,10,29,50,0.8,87,34,31.12312222,120.45,39110000
435,福建,2017,3,Fujian,13.59,213.36,82.34,112,51,11,37,56,0.8,87,33,31.87284596,61.61,39110000
436,福建,2017,4,Fujian,18.79,154.42,77.38,149,52,11,32,58,0.8,105,31,32.74848543,141.48,39110000
437,福建,2017,5,Fujian,22.88,113.02,76.69,218,53,9,24,46,0.8,108,24,30.06747147,152.69,39110000
438,福建,2017,6,Fujian,24.62,474.06,88.85,218,54,7,20,31,0.7,74,16,26.29883561,88.42,39110000
439,福建,2017,7,Fujian,28.18,151.59,75.94,79,55,9,19,39,0.6,88,18,24.16301853,256.36,39110000
440,福建,2017,8,Fujian,28.14,147.41,78.88,43,56,8,20,43,0.7,101,22,25.62162896,235.77,39110000
441,福建,2017,9,Fujian,27.19,65.05,76.06,44,57,9,20,46,0.7,112,24,29.39548908,217.01,39110000
442,福建,2017,10,Fujian,22.11,29.56,70.66,51,58,9,21,46,0.7,102,24,31.47250877,180.99,39110000
443,福建,2017,11,Fujian,16.92,63.9,78.36,78,59,11,29,50,0.7,80,29,32.70903748,76.22,39110000
444,福建,2017,12,Fujian,11.04,12.46,69.21,103,60,12,33,60,0.8,83,37,31.0742142,148.44,39110000
445,福建,2018,1,Fujian,10.06,144.91,76.96,155,61,11,32,48,0.8,69,30,27.68690721,98.74,39410000
446,福建,2018,2,Fujian,10.08,34.49,72.89,46,62,10,23,57,0.7,87,38,29.70710865,111.28,39410000
447,福建,2018,3,Fujian,15.61,104.97,74.94,107,63,10,30,53,0.8,98,32,30.99497558,162.61,39410000
448,福建,2018,4,Fujian,19.84,118.6,75.06,163,64,10,28,70,0.8,114,37,32.75997721,127.42,39410000
449,福建,2018,5,Fujian,24.97,160.26,78.63,156,65,9,22,50,0.7,117,26,28.21376391,173.54,39410000
450,福建,2018,6,Fujian,25.45,238.62,81.64,107,66,8,18,37,0.7,103,19,27.90655562,131.31,39410000
451,福建,2018,7,Fujian,27.95,114.2,76.95,97,67,9,18,40,0.6,89,19,27.29604074,223.63,39410000
452,福建,2018,8,Fujian,27.42,253.55,80.69,90,68,8,19,37,0.7,95,19,27.53467291,183.86,39410000
453,福建,2018,9,Fujian,25.68,107.85,77.48,46,69,8,19,40,0.7,101,20,29.81854352,186.34,39410000
454,福建,2018,10,Fujian,19.68,71.22,73.54,96,70,10,25,51,0.7,120,28,31.05520322,154.84,39410000
455,福建,2018,11,Fujian,17.03,128.82,83.27,112,71,9,28,42,0.8,72,24,32.77907576,89.16,39410000
456,福建,2018,12,Fujian,12.5,40.33,82.21,136,72,9,30,45,0.8,59,26,28.7821653,71.06,39410000
457,福建,2019,1,Fujian,12.5,5.3,77,131,73,5,33,48,0.8,66,30,27.05714334,92.8,39730000
458,福建,2019,2,Fujian,12.4,90.8,85,47,74,4,21,34,0.68,64,24,28.86330341,28.9,39730000
459,福建,2019,3,Fujian,15.1,185.5,79,99,75,5,28,47,0.65,97,28,30.37497067,100.2,39730000
460,福建,2019,4,Fujian,20.1,176.8,79,117,76,5,27,54,0.73,99,29,31.96936387,99.6,39730000
461,福建,2019,5,Fujian,22,121.3,72,116,77,5,22,48,0.63,103,25,28.06275775,99.2,39730000
462,福建,2019,6,Fujian,25.8,327.4,84,90,78,4,19,35,0.62,93,20,26.68835891,109.5,39730000
463,福建,2019,7,Fujian,29,283.1,78,51,79,4,17,37,0.55,86,18,26.97084537,168.6,39730000
464,福建,2019,8,Fujian,29.2,78,72,44,80,4,13,32,0.6,86,17,28.76535775,174.6,39730000
465,福建,2019,9,Fujian,27.3,11.3,62,55,81,4,14,36,0.68,111,18,31.3347364,219.7,39730000
466,福建,2019,10,Fujian,23.1,28.5,65,65,82,5,17,49,0.72,122,27,33.3183927,166.9,39730000
467,福建,2019,11,Fujian,18.6,0.1,61,130,83,6,22,48,0.6,102,24,33.11417179,177,39730000
468,福建,2019,12,Fujian,14.4,38.1,70,177,84,5,33,46,0.65,75,28,29.447286,136.3,39730000
469,福建,2020,1,Fujian,13.4,28.2,74,116,85,5,23,37,0.74,72,28,22.89320918,116.5,41610000
