X,name,year,month,province,meantemp,rain,humi,number,seq,SO2,NO2,PM10,CO,O3_8h,PM2.5,beta_cases,beta_smooth_2,beta_smooth_3,beta_smooth_4,beta_smooth_5,sunlight,population,,,,
413,福建,2015,5,Fujian,22.59,203.34,85.75,101,29,9,26,52,0.9,79,28,27.75166652,30.77234381,28.69194453,29.49359362,28.41852699,72.84,38390000,,,,
414,福建,2015,6,Fujian,26.71,166.42,83.18,65,30,8,20,45,0.7,73,21,24.53114597,26.14140624,25.46702432,27.54852351,27.06517564,149.55,38390000,,,,
415,福建,2015,7,Fujian,26.66,193.55,81.86,38,31,9,19,40,0.7,69,20,24.11826047,24.32470322,24.5937302,25.38321428,26.491599,149.76,38390000,,,,
416,福建,2015,8,Fujian,26.43,229.31,82.32,22,32,9,20,39,0.7,72,20,25.13178417,24.62502232,26.72506084,26.17658212,27.17296399,159.59,38390000,,,,
417,福建,2015,9,Fujian,24.36,209.91,82.75,21,33,9,20,44,0.8,85,24,30.92513789,28.02846103,29.07180451,27.8334185,28.10129718,122.95,38390000,,,,
418,福建,2015,10,Fujian,21.58,72.81,78.39,31,34,11,23,50,0.8,83,28,31.15849146,31.04181468,30.41881375,29.09705636,30.59729775,145.45,38390000,,,,
419,福建,2015,11,Fujian,18.41,98.28,83.46,29,35,11,27,45,0.8,60,25,29.1728119,30.16565168,32.30985556,31.96367615,30.97509754,92.28,38390000,,,,
420,福建,2015,12,Fujian,12.59,180.65,82.43,50,36,11,30,48,0.9,48,27,36.59826333,32.88553762,30.93061946,30.98758746,29.81399266,56.31,38390000,,,,
421,福建,2016,1,Fujian,10.03,203.68,83.25,79,37,11,32,51,1,47,33,27.02078314,31.80952323,29.57955331,29.47786796,31.28805401,NA,38740000,,,,
422,福建,2016,2,Fujian,9.93,69.19,75.82,31,38,9,20,55,0.8,70,34,25.11961347,26.07019831,30.22306494,31.81686454,30.70479852,99.71,38740000,,,,
423,福建,2016,3,Fujian,13.06,191.42,79.89,85,39,10,34,61,1,78,39,38.52879821,31.82420584,29.96831537,29.23143231,28.78062804,90.59,38740000,,,,
424,福建,2016,4,Fujian,19.88,237.57,87.04,82,40,10,31,54,1,79,31,26.25653444,32.39266632,30.5875812,29.22058927,28.65984387,50.94,38740000,,,,
425,福建,2016,5,Fujian,23.4,183.11,83.32,64,41,9,22,49,0.8,83,26,26.97741095,26.61697269,26.55026923,29.54490147,29.29370534,111.88,38740000,,,,
426,福建,2016,6,Fujian,26.52,257.4,84.11,47,42,8,20,39,0.8,72,19,26.41686229,26.69713662,27.22773135,26.98493213,26.8044841,134.18,38740000,,,,
427,福建,2016,7,Fujian,27.9,165.29,79.25,39,43,10,19,43,0.7,82,21,28.28892082,27.35289156,26.9294917,26.94147151,26.92102287,212.19,38740000,,,,
428,福建,2016,8,Fujian,27.44,191.88,80.18,34,44,10,20,42,0.7,84,21,26.08269199,27.18580641,27.07028037,26.90692585,28.25893261,174.3,38740000,,,,
429,福建,2016,9,Fujian,25.23,260.6,80.75,20,45,9,19,40,0.7,86,22,26.83922829,26.46096014,28.86295998,28.71945019,29.20185658,111.94,38740000,,,,
430,福建,2016,10,Fujian,23.26,4.23,84.21,31,46,8,22,38,0.7,65,19,33.66695967,30.25309398,30.54589003,29.43009052,30.23735584,69.59,38740000,,,,
431,福建,2016,11,Fujian,17.04,154.11,83.54,38,47,11,30,50,0.8,63,27,31.13148213,32.3992209,32.75495297,31.2760218,30.91798886,73.88,38740000,,,,
432,福建,2016,12,Fujian,13.34,25.36,76.5,59,48,13,35,63,0.9,66,35,33.46641713,32.29894963,31.36125211,31.937679,31.56824816,123.65,38740000,,,,
433,福建,2017,1,Fujian,12.31,40.4,79.72,74,49,12,30,56,0.9,67,37,29.48585706,31.4761371,31.01426633,31.04357028,31.59345318,96.48,39110000,,,,
434,福建,2017,2,Fujian,11.55,50.48,72.76,69,50,10,29,50,0.8,87,34,30.09052479,29.78819093,31.12312222,31.70894595,31.71416242,120.45,39110000,,,,
435,福建,2017,3,Fujian,13.59,213.36,82.34,112,51,11,37,56,0.8,87,33,33.79298481,31.9417548,31.87284596,31.27609874,31.56436763,61.61,39110000,,,,
436,福建,2017,4,Fujian,18.79,154.42,77.38,149,52,11,32,58,0.8,105,31,31.73502829,32.76400655,32.74848543,32.08399527,30.8171848,141.48,39110000,,,,
437,福建,2017,5,Fujian,22.88,113.02,76.69,218,53,9,24,46,0.8,108,24,32.71744318,32.22623574,30.06747147,30.99884981,28.88490399,152.69,39110000,,,,
438,福建,2017,6,Fujian,24.62,474.06,88.85,218,54,7,20,31,0.7,74,16,25.74994295,29.23369306,26.29883561,27.65788378,27.38830541,88.42,39110000,,,,
439,福建,2017,7,Fujian,28.18,151.59,75.94,79,55,9,19,39,0.6,88,18,20.42912071,23.08953183,24.16301853,26.30162469,27.0664546,256.36,39110000,,,,
440,福建,2017,8,Fujian,28.14,147.41,78.88,43,56,8,20,43,0.7,101,22,26.30999193,23.36955632,25.62162896,25.65370746,26.87310618,235.77,39110000,,,,
441,福建,2017,9,Fujian,27.19,65.05,76.06,44,57,9,20,46,0.7,112,24,30.12577424,28.21788309,29.39548908,27.15389699,28.23132779,217.01,39110000,,,,
442,福建,2017,10,Fujian,22.11,29.56,70.66,51,58,9,21,46,0.7,102,24,31.75070106,30.93823765,31.47250877,30.18187956,30.91257572,180.99,39110000,,,,
443,福建,2017,11,Fujian,16.92,63.9,78.36,78,59,11,29,50,0.7,80,29,32.541051,32.14587603,32.70903748,32.06322167,31.01982358,76.22,39110000,,,,
444,福建,2017,12,Fujian,11.04,12.46,69.21,103,60,12,33,60,0.8,83,37,33.83536038,33.18820569,31.0742142,31.24333592,29.47049474,148.44,39110000,,,,
445,福建,2018,1,Fujian,10.06,144.91,76.96,155,61,11,32,48,0.8,69,30,26.84623121,30.3407958,27.68690721,28.90044316,31.09954747,98.74,39410000,,,,
446,福建,2018,2,Fujian,10.08,34.49,72.89,46,62,10,23,57,0.7,87,38,22.37913003,24.61268062,29.70710865,30.73917158,30.73330366,111.28,39410000,,,,
447,福建,2018,3,Fujian,15.61,104.97,74.94,107,63,10,30,53,0.8,98,32,39.8959647,31.13754736,30.99497558,29.95778948,29.50105858,162.61,39410000,,,,
448,福建,2018,4,Fujian,19.84,118.6,75.06,163,64,10,28,70,0.8,114,37,30.709832,35.30289835,32.75997721,30.16476542,29.38327729,127.42,39410000,,,,
449,福建,2018,5,Fujian,24.97,160.26,78.63,156,65,9,22,50,0.7,117,26,27.67413494,29.19198347,28.21376391,31.13431411,30.86509271,173.54,39410000,,,,
450,福建,2018,6,Fujian,25.45,238.62,81.64,107,66,8,18,37,0.7,103,19,26.2573248,26.96572987,27.90655562,28.60737471,28.05441783,131.31,39410000,,,,
451,福建,2018,7,Fujian,27.95,114.2,76.95,97,67,9,18,40,0.6,89,19,29.78820711,28.02276596,27.29604074,27.39056429,27.3070957,223.63,39410000,,,,
452,福建,2018,8,Fujian,27.42,253.55,80.69,90,68,8,19,37,0.7,95,19,25.84259029,27.8153987,27.53467291,27.21533588,29.1002325,183.86,39410000,,,,
453,福建,2018,9,Fujian,25.68,107.85,77.48,46,69,8,19,40,0.7,101,20,26.97322133,26.40790581,29.81854352,29.81095942,29.75928141,186.34,39410000,,,,
454,福建,2018,10,Fujian,19.68,71.22,73.54,96,70,10,25,51,0.7,120,28,36.63981894,31.80652014,31.05520322,29.75204999,30.23060778,154.84,39410000,,,,
455,福建,2018,11,Fujian,17.03,128.82,83.27,112,71,9,28,42,0.8,72,24,29.55256939,33.09619417,32.77907576,31.32761216,29.99190724,89.16,39410000,,,,
456,福建,2018,12,Fujian,12.5,40.33,82.21,136,72,9,30,45,0.8,59,26,32.14483896,30.84870417,28.7821653,30.74657871,29.47276367,71.06,39410000,,,,
457,福建,2019,1,Fujian,12.5,5.3,77,131,73,5,33,48,0.8,66,30,24.64908756,28.39696326,27.05714334,27.68099985,29.65746372,92.8,39730000,,,,
458,福建,2019,2,Fujian,12.4,90.8,85,47,74,4,21,34,0.68,64,24,24.3775035,24.51329553,28.86330341,29.6836873,29.5837677,28.9,39730000,,,,
459,福建,2019,3,Fujian,15.1,185.5,79,99,75,5,28,47,0.65,97,28,37.56331918,30.97041134,30.37497067,28.94349989,28.98693653,100.2,39730000,,,,
460,福建,2019,4,Fujian,20.1,176.8,79,117,76,5,27,54,0.73,99,29,29.18408932,33.37370425,31.96936387,30.07139878,29.22581918,99.6,39730000,,,,
461,福建,2019,5,Fujian,22,121.3,72,116,77,5,22,48,0.63,103,25,29.16068312,29.17238622,28.06275775,30.43789811,29.36249704,99.2,39730000,,,,
462,福建,2019,6,Fujian,25.8,327.4,84,90,78,4,19,35,0.62,93,20,25.84350081,27.50209196,26.68835891,27.31229151,27.85146171,109.5,39730000,,,,
463,福建,2019,7,Fujian,29,283.1,78,51,79,4,17,37,0.55,86,18,25.0608928,25.45219681,26.97084537,27.5183048,28.26005144,168.6,39730000,,,,
464,福建,2019,8,Fujian,29.2,78,72,44,80,4,13,32,0.6,86,17,30.00814249,27.53451765,28.76535775,28.03489352,28.98172056,174.6,39730000,,,,
465,福建,2019,9,Fujian,27.3,11.3,62,55,81,4,14,36,0.68,111,18,31.22703797,30.61759023,31.3347364,29.7662755,31.00484268,219.7,39730000,,,,
466,福建,2019,10,Fujian,23.1,28.5,65,65,82,5,17,49,0.72,122,27,32.76902875,31.99803336,33.3183927,32.49083014,32.11553917,166.9,39730000,,,,
467,福建,2019,11,Fujian,18.6,0.1,61,130,83,6,22,48,0.6,102,24,35.95911137,34.36407006,33.11417179,32.64238834,30.46758494,177,39730000,,,,
468,福建,2019,12,Fujian,14.4,38.1,70,177,84,5,33,46,0.65,75,28,30.61437526,33.28674331,29.447286,30.27772169,27.48155353,136.3,39730000,,,,
469,福建,2020,1,Fujian,13.4,28.2,74,116,85,5,23,37,0.74,72,28,21.76837136,26.19137331,22.89320918,26.15968473,25.97411845,116.5,41610000,,,,
470,福建,2020,2,Fujian,13.6,65.2,74,22,86,4,14,32,0.68,90,23,16.29688091,19.03262614,21.09903521,23.47787023,25.67547357,125.7,41610000,,,,
471,福建,2020,3,Fujian,15.7,262.8,80,9,87,5,26,35,0.71,84,24,25.23185337,20.76436714,25.33154041,24.44074814,26.75871547,82,41610000,,,,
472,福建,2020,4,Fujian,17.8,63.9,66,11,88,5,27,48,0.65,118,27,34.46588693,29.84887015,31.90944168,28.00630149,28.18227574,165.5,41610000,,,,
473,福建,2020,5,Fujian,24.7,262.6,81,23,89,4,24,41,0.69,108,21,36.03058475,35.24823584,33.12754814,31.15362445,30.29307766,134.5,41610000,,,,
474,福建,2020,6,Fujian,28.8,224.1,79,29,90,4,21,38,0.56,98,16,28.88617273,32.45837874,30.589216,31.55838373,31.24865394,185.5,41610000,,,,
475,福建,2020,7,Fujian,30.7,81.7,70,20,91,5,18,42,0.58,88,16,26.85089052,27.86853163,28.582266,30.44434569,29.96884952,217.5,41610000,,,,
476,福建,2020,8,Fujian,30.1,80,70,20,92,5,16,34,0.72,73,14,30.00973475,28.43031264,28.30916338,28.45341572,29.22286358,195.3,41610000,,,,
477,福建,2020,9,Fujian,26,119.4,78,18,93,4,19,35,0.78,102,18,28.06686487,29.03829981,30.12575156,29.3070363,31.09169505,112.4,41610000,,,,
478,福建,2020,10,Fujian,22.3,5.6,64,18,94,5,16,38,0.68,101,17,32.30065505,30.18375996,32.86594999,32.15189618,31.27976093,152.6,41610000,,,,
479,福建,2020,11,Fujian,20.5,0.5,67,40,95,5,20,41,0.69,83,20,38.23033006,35.26549256,32.77406835,31.59726748,31.59726748,120.5,41610000,,,,
480,福建,2020,12,Fujian,13.9,16.5,72,57,96,5,24,36,0.66,68,23,27.79121994,33.010775,33.010775,32.77406835,32.77406835,54.4,41610000,,,,
481,貴州,2013,1,Guizhou,5.49,12.65,80.26,40,1,85,41,116,1.1,36,85,3.512421941,3.512421941,12.03861539,12.03861539,17.10525595,53.31,35020000,,,,
482,貴州,2013,2,Guizhou,9.77,16.71,79.71,18,2,37,24,59,1,47,44,20.56480885,12.03861539,17.10525595,17.10525595,18.77263678,77.49,35020000,,,,
483,貴州,2013,3,Guizhou,15,66.58,71.17,36,3,32,36,109,0.9,80,73,27.23853707,23.90167296,23.85937506,18.77263678,19.44901561,130.91,35020000,,,,
484,貴州,2013,4,Guizhou,16.25,100.18,77.31,57,4,20,31,79,0.8,65,52,23.77477927,25.50665817,24.38928243,23.43316403,22.86972761,101.68,35020000,,,,
485,貴州,2013,5,Guizhou,20.31,174.4,78.31,62,5,16,31,63,0.7,76,42,22.15453094,22.96465511,22.18176404,23.4459573,22.43758923,126.71,35020000,,,,
486,貴州,2013,6,Guizhou,23.64,158.2,75.8,58,6,16,31,57,0.7,85,35,20.6159819,21.38525642,20.39154326,21.23735227,20.8539402,170.86,35020000,,,,
487,貴州,2013,7,Guizhou,25.82,42.59,71.29,36,7,10,21,36,0.5,54,16,18.40411695,19.51004943,19.44679693,20.12373043,20.88933658,181.52,35020000,,,,
488,貴州,2013,8,Guizhou,24.66,130.91,74.83,22,8,13,27,54,0.6,65,29,19.32029193,18.86220444,20.55872335,20.57303799,21.8659944,166.85,35020000,,,,
489,貴州,2013,9,Guizhou,20.49,105.84,78.66,21,9,18,31,66,0.7,82,44,23.95176117,21.63602655,23.43662439,22.17849753,22.04486423,130.76,35020000,,,,
490,貴州,2013,10,Guizhou,15.79,60.61,78.43,42,10,22,41,91,0.9,77,67,27.03782007,25.49479062,24.16663743,22.95505106,22.46766438,108.87,35020000,,,,
491,貴州,2013,11,Guizhou,12.86,42.09,80.69,53,11,28,34,69,0.9,51,47,21.51033106,24.27407556,23.0220896,23.25450749,22.31279248,69.21,35020000,,,,
492,貴州,2013,12,Guizhou,6.29,35.23,75.57,37,12,61,44,119,1,45,94,20.51811766,21.01422436,20.19146039,21.90305031,21.40685636,63.81,35020000,,,,
493,貴州,2014,1,Guizhou,7.25,12.53,73.23,31,13,69,47,136,1.2,65,103,18.54593244,19.53202505,19.49537689,19.99911543,22.14514902,112.71,35080000,,,,
494,貴州,2014,2,Guizhou,5.98,33.25,80.17,12,14,34,26,69,0.9,57,55,19.42208057,18.9840065,22.89909879,22.30385351,22.53396562,51.17,35080000,,,,
495,貴州,2014,3,Guizhou,12.02,78.72,80.14,34,15,30,33,86,0.9,70,53,30.72928337,25.07568197,24.53525933,23.0379276,23.34332926,80.18,35080000,,,,
496,貴州,2014,4,Guizhou,17.34,85.48,80.51,50,16,17,29,84,0.7,75,48,23.45441404,27.0918487,26.24954443,24.54267846,24.00634496,93.46,35080000,,,,
497,貴州,2014,5,Guizhou,19.42,152.54,80.23,65,17,16,32,90,0.7,73,51,24.56493588,24.00967496,23.29345362,25.15241106,23.70166708,83.13,35080000,,,,
498,貴州,2014,6,Guizhou,22.19,187.2,85.29,76,18,12,28,69,0.7,68,44,21.86101094,23.21297341,21.44154601,21.94476301,21.44505387,50.65,35080000,,,,
499,貴州,2014,7,Guizhou,24.22,218.16,81.86,44,19,11,24,56,0.5,71,30,17.8986912,19.87985107,19.73530649,20.94271383,21.59492439,159.71,35080000,,,,
500,貴州,2014,8,Guizhou,23.64,167.96,79.46,24,20,10,23,60,0.5,78,32,19.44621732,18.67245426,20.51622505,20.85242152,21.81458723,155.72,35080000,,,,
501,貴州,2014,9,Guizhou,22.45,131.53,79.71,24,21,11,23,59,0.6,73,35,24.20376663,21.82499198,23.10441133,21.8029813,22.36360636,140.08,35080000,,,,
502,貴州,2014,10,Guizhou,18.13,88.41,79.57,38,22,14,32,92,0.7,80,60,25.66325005,24.93350834,24.82437442,23.47983515,23.65390646,130.71,35080000,,,,
503,貴州,2014,11,Guizhou,11.73,68.59,85.89,51,23,18,29,65,0.7,40,39,24.60610658,25.13467831,24.87318279,24.70582875,23.73795307,35.41,35080000,,,,
504,貴州,2014,12,Guizhou,6.58,13.02,75.06,70,24,45,40,112,0.9,55,70,24.35019174,24.47814916,22.94091622,23.62149968,23.26333426,64.54,35080000,,,,
505,貴州,2015,1,Guizhou,7.41,33.68,80.44,62,25,36,30,82,1.2,56,55,19.86645034,22.10832104,22.01577156,22.66335531,23.42599868,53.54,35300000,,,,
506,貴州,2015,2,Guizhou,9.14,22.76,78.38,38,26,28,22,63,1.1,65,41,21.83067259,20.84856146,22.72456503,23.13097171,23.28899123,72.09,35300000,,,,
507,貴州,2015,3,Guizhou,12.81,32.88,79.29,70,27,26,21,57,0.8,73,35,26.47657215,24.15362237,24.07610468,23.0236911,23.52357906,85.39,35300000,,,,
508,貴州,2015,4,Guizhou,17.56,65.55,70.74,74,28,23,22,60,0.7,90,32,23.92106931,25.19882073,25.30692413,24.43786124,23.56448772,137.28,35300000,,,,
509,貴州,2015,5,Guizhou,20.99,186.08,79.18,129,29,17,19,49,0.7,79,27,25.52313092,24.72210011,23.17173128,23.9979415,22.83636252,119.69,35300000,,,,
510,貴州,2015,6,Guizhou,23.44,186.07,82.21,99,30,14,16,35,0.6,67,18,20.07099362,22.79706227,21.26139038,21.92631011,21.53414764,98.84,35300000,,,,
511,貴州,2015,7,Guizhou,23.11,155.28,78.57,62,31,15,21,51,0.6,90,27,18.19004659,19.13052011,19.40884599,20.93741722,22.16666935,122.88,35300000,,,,
512,貴州,2015,8,Guizhou,22.7,191.31,81.97,27,32,14,21,45,0.6,77,24,19.96549776,19.07777218,21.7464074,21.32755395,21.82132972,122.29,35300000,,,,
513,貴州,2015,9,Guizhou,20.85,130.27,85.82,47,33,15,20,42,0.6,67,25,27.08367784,23.5245878,23.6152028,22.25891375,22.78263037,56.12,35300000,,,,
514,貴州,2015,10,Guizhou,17.59,107.27,81,52,34,17,24,59,0.7,80,33,23.7964328,25.44005532,25.25253584,23.93077632,23.38721623,122.79,35300000,,,,
515,貴州,2015,11,Guizhou,13.77,51.6,83.68,76,35,19,21,45,0.8,52,26,24.87749686,24.33696483,23.29563518,24.24264584,23.51706412,81.69,35300000,,,,
516,貴州,2015,12,Guizhou,7.12,59.13,84.09,64,36,28,24,55,0.8,49,35,21.21297587,23.04523636,22.23506998,22.62541069,22.52439,36.14,35300000,,,,
517,貴州,2016,1,Guizhou,5.7,31.26,83.79,50,37,22,23,56,1,50,36,20.61473721,20.91385654,21.31600677,22.20637929,23.38919817,NA,35550000,,,,
518,貴州,2016,2,Guizhou,7.31,14.68,70.97,34,38,23,22,65,0.9,74,46,22.12030723,21.36752222,23.61850604,23.01712349,23.278268,81.94,35550000,,,,
519,貴州,2016,3,Guizhou,12.3,69.77,78.26,57,39,19,25,63,0.8,75,39,28.12047366,25.12039045,24.85454231,23.79459103,23.72138971,68.71,35550000,,,,
520,貴州,2016,4,Guizhou,17.45,146.13,81.56,87,40,14,24,51,0.8,73,27,24.32284603,26.22165984,25.2906347,24.49805283,23.91213909,81.59,35550000,,,,
521,貴州,2016,5,Guizhou,20.12,174.38,79.47,81,41,12,19,53,0.7,85,27,23.42858441,23.87571522,23.10663819,24.36009706,23.09256335,NA,35550000,,,,
522,貴州,2016,6,Guizhou,23.49,217.74,80.21,91,42,11,17,40,0.6,76,20,21.56848413,22.49853427,21.00649901,21.83558577,22.24809476,111.48,35550000,,,,
523,貴州,2016,7,Guizhou,25.42,166.42,77.56,38,43,10,17,34,0.6,74,16,18.02242851,19.79545632,21.16301445,21.72940694,22.39634406,171.09,35550000,,,,
524,貴州,2016,8,Guizhou,24.13,188.69,81.12,36,44,14,21,43,0.7,86,23,23.89813072,20.96027961,22.32821725,22.13828397,22.90747942,145.63,35550000,,,,
525,貴州,2016,9,Guizhou,21.29,62.76,77.06,39,45,16,23,60,0.7,97,35,25.06409252,24.48111162,24.98216149,23.24222824,23.41325617,80.29,35550000,,,,
526,貴州,2016,10,Guizhou,18.01,3.23,80.63,64,46,14,21,51,0.7,64,28,25.98426122,25.52417687,25.04857387,24.76096308,24.36311298,83.79,35550000,,,,
527,貴州,2016,11,Guizhou,12.32,58.72,83.38,66,47,18,24,53,0.9,49,30,24.09736787,25.04081455,24.28444722,24.47935854,23.46394177,71.59,35550000,,,,
528,貴州,2016,12,Guizhou,8.87,20.51,80.18,82,48,26,31,81,1.1,51,50,22.77171257,23.43454022,22.0904517,23.06390408,23.62258962,66.41,35550000,,,,
529,貴州,2017,1,Guizhou,8.24,18.61,80.74,42,49,19,24,67,1.1,50,45,19.40227465,21.08699361,22.67710633,23.03217172,23.79143309,34.89,35800000,,,,
530,貴州,2017,2,Guizhou,8.51,27.58,75.9,47,50,19,22,58,1,63,38,25.85733178,22.62980321,24.02936167,23.71494939,24.22496322,56.3,35800000,,,,
531,貴州,2017,3,Guizhou,10.91,51.21,80.46,69,51,20,25,52,0.8,64,30,26.82847857,26.34290517,26.31694297,24.58827589,24.2473428,44.38,35800000,,,,
532,貴州,2017,4,Guizhou,17.55,63.1,72.19,112,52,13,22,57,0.8,92,28,26.26501856,26.54674856,25.32570252,25.45860983,24.70719395,114.69,35800000,,,,
533,貴州,2017,5,Guizhou,20.11,100.22,72.55,117,53,10,21,46,0.6,97,23,22.88361042,24.57431449,23.61671981,24.4196595,23.56231993,147.45,35800000,,,,
534,貴州,2017,6,Guizhou,21.62,329.63,84.19,95,54,8,19,33,0.7,71,17,21.70153044,22.29257043,21.57270085,22.74578028,22.70237272,69.9,35800000,,,,
535,貴州,2017,7,Guizhou,24.68,134.16,76.92,64,55,8,17,39,0.6,74,17,20.13296168,20.91724606,21.45441154,21.81171126,22.53895284,178.44,35800000,,,,
536,貴州,2017,8,Guizhou,24.83,171.81,79.08,42,56,9,16,39,0.6,76,17,22.52874248,21.33085208,22.70320778,22.45278845,22.81533315,175.59,35800000,,,,
537,貴州,2017,9,Guizhou,22.62,146.86,81.5,57,57,11,16,43,0.7,72,22,25.44791918,23.98833083,24.08072454,23.09378382,23.56938677,109.42,35800000,,,,
538,貴州,2017,10,Guizhou,17.14,76.7,82.99,55,58,13,18,42,0.7,63,25,24.26551194,24.85671556,25.06174323,24.42849304,23.9209491,80.98,35800000,,,,
539,貴州,2017,11,Guizhou,12.36,11.68,77.83,80,59,19,27,71,0.9,65,41,25.47179857,24.86865525,23.87602795,24.26900076,23.29006577,87.15,35800000,,,,
540,貴州,2017,12,Guizhou,7.54,11.16,75.91,64,60,28,33,83,1,63,49,21.89077334,23.68128596,22.24563257,22.75060241,21.99133503,74.43,35800000,,,,
541,貴州,2018,1,Guizhou,5.62,37.82,81.05,47,61,20,25,59,1.1,51,37,19.37432579,20.63254957,20.07312155,21.4227908,22.92522374,41.79,36000000,,,,
542,貴州,2018,2,Guizhou,7.67,7.01,72.45,17,62,18,22,77,1,76,48,18.9542655,19.16429565,22.42118225,22.28858003,23.46871355,60.8,36000000,,,,
543,貴州,2018,3,Guizhou,14.4,74.54,75.09,26,63,13,24,64,0.8,87,37,28.93495547,23.94461049,25.35948954,23.8631986,24.21433365,116.06,36000000,,,,
544,貴州,2018,4,Guizhou,17.91,NA,73.73,44,64,10,20,65,0.7,101,32,28.18924764,28.56210155,27.58102564,25.42433561,24.69140822,129.71,36000000,,,,
545,貴州,2018,5,Guizhou,21.59,175.48,77.5,75,65,9,17,49,0.6,96,24,25.61887383,26.90406073,25.18927337,26.12569389,25.0480165,129.77,36000000,,,,
546,貴州,2018,6,Guizhou,22.5,192.02,82.02,55,66,9,18,36,0.6,86,18,21.75969864,23.68928623,22.70529313,24.07628175,23.16032421,94.35,36000000,,,,
547,貴州,2018,7,Guizhou,25.5,111.07,76.63,46,67,7,15,33,0.6,80,16,20.73730691,21.24850278,20.66449987,21.90309336,23.25009223,181.86,36000000,,,,
548,貴州,2018,8,Guizhou,24.21,156.45,79.78,19,68,10,17,39,0.7,92,21,19.49649405,20.11690048,22.95729623,22.65789683,23.2662633,172.72,36000000,,,,
549,貴州,2018,9,Guizhou,21.11,144.42,82.73,27,69,10,16,34,0.7,76,19,28.63808773,24.06729089,24.61143698,23.64290446,24.2080212,97.64,36000000,,,,
550,貴州,2018,10,Guizhou,15.15,62.59,84.87,40,70,15,22,45,0.7,71,25,25.69972915,27.16890844,26.93543502,25.07569978,25.23170696,44.34,36000000,,,,
551,貴州,2018,11,Guizhou,11.77,36.69,82.31,47,71,15,25,51,0.8,64,30,26.46848817,26.08410866,26.00798434,26.66551019,25.23612974,97.57,36000000,,,,
552,貴州,2018,12,Guizhou,6.68,36.14,82.66,75,72,19,24,52,1,46,33,25.85573571,26.16211194,23.9476106,24.38564024,23.94002742,43.81,36000000,,,,
553,貴州,2019,1,Guizhou,4.4,56.8,91,48,73,16,24,51,0.93,38,34,19.51860792,22.68717181,22.51063993,23.50010199,24.52543921,8.8,36230000,,,,
554,貴州,2019,2,Guizhou,5,30,90,29,74,11,15,37,0.71,50,24,22.15757616,20.83809204,23.43432406,24.03967697,24.79071278,35.3,36230000,,,,
555,貴州,2019,3,Guizhou,11.3,45.8,79,39,75,14,25,60,0.65,82,36,28.62678811,25.39218214,26.19307342,24.52445705,24.18283894,86.4,36230000,,,,
556,貴州,2019,4,Guizhou,17.3,99.7,79,75,76,7,21,52,0.62,102,29,27.794856,28.21082206,26.4126702,25.34889669,24.63489571,135.2,36230000,,,,
557,貴州,2019,5,Guizhou,17.7,254,84,73,77,6,19,42,0.59,83,22,22.81636649,25.30561125,24.1300381,25.2542256,24.08775041,73.8,36230000,,,,
558,貴州,2019,6,Guizhou,22,249.2,83,55,78,7,19,34,0.62,81,17,21.77889181,22.29762915,21.33903598,22.95299099,22.94415449,84.8,36230000,,,,
559,貴州,2019,7,Guizhou,22.7,206.9,84,32,79,6,18,32,0.59,69,16,19.42184966,20.60037073,21.36984998,21.73147911,23.57724569,118.6,36230000,,,,
560,貴州,2019,8,Guizhou,24.3,33.7,73,18,80,7,21,46,0.6,106,23,22.90880848,21.16532907,24.43032338,23.76746549,24.46635964,218.6,36230000,,,,
561,貴州,2019,9,Guizhou,20.7,130.1,74,35,81,7,21,51,0.51,99,26,30.96031201,26.93456025,27.04368559,25.1382266,25.2188789,176.2,36230000,,,,
562,貴州,2019,10,Guizhou,16.3,117.2,84,61,82,7,20,40,0.55,69,23,27.26193626,29.11112414,27.92124546,26.66813621,25.99615563,102.4,36230000,,,,
563,貴州,2019,11,Guizhou,10.9,20.3,84,74,83,9,23,51,0.57,58,29,25.5414881,26.40171218,25.37055256,26.76799242,25.2529236,62.9,36230000,,,,
564,貴州,2019,12,Guizhou,7.2,10.4,80,76,84,19,29,68,0.76,57,41,23.30823332,24.42486071,22.6807899,23.82607649,22.87389291,112.3,36230000,,,,
565,貴州,2020,1,Guizhou,6.2,77.8,88,43,85,14,17,39,0.8,50,27,19.1926483,21.25044081,20.52201339,21.77688207,22.18845294,62.9,38580000,,,,
566,貴州,2020,2,Guizhou,8.9,39.5,84,19,86,14,11,46,0.67,70,33,19.06515857,19.12890343,20.69751442,21.35019414,22.12767355,63.3,38580000,,,,
567,貴州,2020,3,Guizhou,12.4,22.7,80,13,87,11,18,53,0.62,81,31,23.8347364,21.44994748,22.71249538,21.83253361,22.19365918,106.1,38580000,,,,
568,貴州,2020,4,Guizhou,13.4,77.7,78,16,88,9,22,52,0.64,88,28,25.23759118,24.53616379,24.23682967,22.9439119,23.99281358,111.2,38580000,,,,
569,貴州,2020,5,Guizhou,20.9,197.8,75,13,89,8,19,46,0.62,105,24,23.63816144,24.43787631,25.68805765,25.22472733,25.4851095,177.1,38580000,,,,
570,貴州,2020,6,Guizhou,22.5,208.5,83,18,90,7,18,34,0.62,71,16,28.18842032,25.91329088,26.11773997,25.89770277,25.3294839,108.7,38580000,,,,
571,貴州,2020,7,Guizhou,23.7,290.7,81,26,91,7,15,30,0.57,66,13,26.52663815,27.35752923,25.92388895,25.35245708,25.0408833,146.4,38580000,,,,
